transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span	transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span
bHd05606.1	2009	6	825	5	1184	RVARI.g9544.t1	1318	7	780	6	538
bHd01542.1	3317	7	1671	6	1646	RVARI.g4795.t1	2158	6	1620	5	538
bHd15078.1	5910	7	3150	6	2760	RVARI.g683.t1	4801	6	3027	5	1774
bHd10654.1	2991	6	1176	5	1815	RVARI.g11872.t1	1949	6	1167	5	782
bHd13086.1	1391	2	267	1	1124	RVARI.g9116.t1	409	2	267	1	142
bHd15085.1	6362	17	3072	16	3290	RVARI.g2036.t1	7150	17	3033	16	4117
bHd14761.1	3008	9	1116	8	1892	RVARI.g7503.t1	2129	8	1233	7	896
bHd06152.1	6830	6	1458	5	5372	RVARI.g597.t1	3275	6	1386	5	1889
bHd04247.1	5510	16	3768	15	1742	RVARI.g9938.t1	5693	10	3834	9	1859
bHd09353.1	3154	6	1029	5	2125	RVARI.g5301.t1	1961	6	1020	5	941
bHd18165.1	3635	5	603	4	3032	RVARI.g5759.t1	1555	2	459	1	1096
bHd03650.1	522	3	315	2	207	RVARI.g3890.t1	633	4	432	3	201
bHd17556.1	5358	13	3168	12	2190	RVARI.g8735.t1	4625	15	3138	14	1487
bHd08574.1	648	1	648	0	0	RVARI.g13881.t1	609	1	609	0	0
bHd15125.1	1976	4	1170	3	806	RVARI.g1993.t2	1912	3	1389	2	523
bHd15988.1	2466	5	627	4	1839	RVARI.g7143.t1	866	3	663	2	203
bHd16886.1	6451	12	2790	11	3661	RVARI.g3310.t1	2031	8	1311	7	720
bHd18631.1	5150	8	2910	7	2240	RVARI.g4824.t1	3543	8	2919	7	624
bHd15486.1	1926	5	816	4	1110	RVARI.g984.t1	873	3	675	2	198
bHd00844.1	4802	14	2523	13	2279	RVARI.g13336.t1	4290	13	2328	12	1962
bHd02541.1	2634	7	1278	6	1356	RVARI.g5347.t1	1636	6	1182	5	454
bHd05699.1	711	2	639	1	72	RVARI.g3423.t1	1390	2	1161	1	229
bHd17315.1	2265	10	798	9	1467	RVARI.g1181.t1	1883	8	699	7	1184
bHd00214.1	12093	25	5466	24	6627	RVARI.g11753.t1	9810	24	5484	23	4326
bHd07326.1	2763	6	633	5	2130	RVARI.g10220.t1	1056	6	693	5	363
bHd01543.1	8244	27	3825	26	4419	RVARI.g5127.t1	7442	22	3858	21	3584
bHd14218.1	4165	10	1434	9	2085	RVARI.g10489.t1	3274	12	1998	11	1276
bHd04038.1	1296	3	585	2	711	RVARI.g4315.t1	845	2	723	1	122
bHd07560.1	1264	2	1083	1	181	RVARI.g2550.t1	1209	3	1047	2	162
bHd17365.1	3878	9	2607	8	1271	RVARI.g2368.t1	3184	5	2292	4	892
bHd07571.1	9236	5	1164	4	8072	RVARI.g2528.t1	7833	5	1158	4	6675
bHd04245.1	2235	11	1440	10	795	RVARI.g4246.t1	2373	9	1671	8	702
bHd07829.1	1189	3	792	2	397	RVARI.g13853.t2	612	1	612	0	0
bHd10010.1	2777	6	1671	5	1106	RVARI.g5007.t1	1695	3	1491	2	204
bHd11269.2	3595	7	2148	6	1447	RVARI.g539.t1	3280	7	2490	6	790
bHd19733.1	12235	28	5433	27	6802	RVARI.g5249.t1	7316	28	4956	27	2360
bHd16797.1	2741	4	1023	3	1718	RVARI.g3352.t1	1182	3	969	2	213
bHd02603.1	1865	4	426	3	1439	RVARI.g10771.t1	1220	4	414	3	806
bHd06505.1	2689	9	1065	8	1624	RVARI.g5766.t1	1689	5	642	4	1047
bHd02713.1	1580	3	654	2	926	RVARI.g9785.t1	772	2	597	1	175
bHd17374.1	5211	12	2361	11	2850	RVARI.g2380.t1	3362	9	2103	8	1259
bHd14636.1	7180	11	4302	10	2878	RVARI.g7370.t1	6862	13	4059	12	2803
bHd06585.1	1266	4	495	3	771	RVARI.g4869.t1	915	4	492	3	423
bHd16034.1	6504	5	2706	4	3798	RVARI.g7110.t1	3044	7	2049	6	995
bHd07993.1	4036	12	1026	11	3010	RVARI.g9831.t1	1929	11	972	10	957
bHd03402.1	3400	9	1578	8	1822	RVARI.g6519.t1	2312	8	1485	7	827
bHd01572.1	1628	6	618	5	1010	RVARI.g1063.t1	939	5	606	4	333
bHd16823.1	2084	4	1203	3	881	RVARI.g5970.t1	1944	4	1497	3	447
bHd05723.1	2812	4	888	3	1924	RVARI.g3920.t1	1270	2	1062	1	208
bHd08362.1	2338	5	1107	4	1231	RVARI.g9285.t1	1351	2	978	1	373
bHd16551.1	1125	5	543	4	582	RVARI.g2854.t1	716	4	510	3	206
bHd15189.1	15731	18	4551	17	11180	RVARI.g10473.t1	11368	16	4455	15	6913
bHd02785.1	477	2	375	1	102	RVARI.g8873.t1	442	2	357	1	85
bHd02009.1	4908	8	3060	7	1848	RVARI.g10407.t1	3486	9	2475	8	1011
bHd02014.1	1087	6	420	5	667	RVARI.g10412.t2	783	5	420	4	363
bHd07715.1	2843	12	1185	11	1658	RVARI.g8006.t1	2180	12	1182	11	998
bHd03859.1	2830	13	1674	12	1156	RVARI.g2143.t1	3148	12	1707	11	1441
bHd01290.1	3346	3	2949	2	397	RVARI.g11394.t1	2968	3	2673	2	295
bHd19731.1	8176	20	3885	19	4291	RVARI.g3193.t1	6192	11	3633	10	2559
bHd07929.1	2634	5	867	4	1767	RVARI.g6696.t1	1163	2	804	1	359
bHd11301.1	3785	2	702	1	3083	RVARI.g11479.t1	567	1	567	0	0
bHd07540.1	6250	7	3255	6	2995	RVARI.g13781.t1	3368	6	2910	5	458
bHd14670.1	1883	5	651	4	1232	RVARI.g7397.t1	3304	6	1755	5	1549
bHd10853.1	7330	10	3522	9	3808	RVARI.g1768.t1	5559	9	3453	8	2106
bHd03996.1	2191	7	1086	6	1105	RVARI.g12857.t1	1537	6	1050	5	487
bHd03236.1	2333	9	1236	8	1097	RVARI.g3421.t1	1797	8	1254	7	543
bHd15345.1	1478	3	1311	2	167	RVARI.g6882.t1	1445	4	1257	3	188
bHd04072.1	2886	5	1053	4	1833	RVARI.g8954.t1	867	4	642	3	225
bHd19586.1	4955	4	3888	3	1067	RVARI.g11166.t1	2916	1	2916	0	0
bHd09310.1	3163	8	1815	7	1348	RVARI.g13638.t1	2675	8	1770	7	905
bHd06161.1	2648	5	1383	4	1265	RVARI.g617.t1	1779	6	1374	5	405
bHd12791.1	2514	11	945	10	1569	RVARI.g13244.t1	1771	10	1041	9	730
bHd06808.1	5503	8	1968	7	3535	RVARI.g13652.t1	3355	8	1878	7	1477
bHd18650.1	4477	9	1278	8	3199	RVARI.g3664.t1	1988	9	1260	8	728
bHd13001.1	2972	3	1119	2	1853	RVARI.g11293.t1	1398	3	744	2	654
bHd01167.1	2493	4	1749	3	744	RVARI.g11050.t1	2029	2	1845	1	184
bHd17740.1	2759	8	945	7	1814	RVARI.g9141.t1	1593	8	981	7	612
bHd01482.1	5121	12	2505	11	2616	RVARI.g8314.t1	4891	13	2700	12	2191
bHd08341.1	999	2	885	1	114	RVARI.g9278.t1	1229	3	921	2	308
bHd11600.1	1471	3	540	2	931	RVARI.g11366.t1	668	3	510	2	158
bHd03669.1	7035	6	2304	5	4731	RVARI.g181.t1	983	7	537	6	446
bHd09258.1	3176	7	870	6	2306	RVARI.g5293.t1	5039	10	1734	9	3305
bHd07310.1	1344	3	387	2	957	RVARI.g5152.t1	698	3	390	2	308
bHd15099.1	4013	3	1452	2	2561	RVARI.g1738.t1	2207	5	1470	4	737
bHd18544.2	6082	14	2538	13	3544	RVARI.g10688.t1	3770	11	2289	10	1481
bHd06931.1	6785	16	3444	15	3341	RVARI.g10440.t1	4776	16	3438	15	1338
bHd00821.1	1500	5	495	4	1005	RVARI.g8869.t1	893	5	495	4	398
bHd11022.1	4388	6	2847	5	1541	RVARI.g8527.t1	3984	8	2727	7	1257
bHd18584.1	2909	6	1962	5	947	RVARI.g10708.t1	2184	4	1929	3	255
bHd03034.1	4286	5	1269	4	3017	RVARI.g8717.t1	2078	5	1059	4	1019
bHd10572.1	3523	6	537	5	2986	RVARI.g8907.t1	925	6	537	5	388
bHd19121.1	3066	8	1677	7	1389	RVARI.g8483.t1	3644	8	1701	7	1943
bHd18803.1	1982	3	1332	2	650	RVARI.g13047.t1	4467	9	3093	8	1374
bHd12609.1	7140	20	3900	19	3240	RVARI.g8997.t1	5892	19	3663	18	2229
bHd13294.1	501	1	501	0	0	RVARI.g239.t1	501	1	501	0	0
bHd07692.1	2920	7	960	6	1960	RVARI.g2734.t1	1181	5	843	4	338
bHd09797.1	1423	3	519	2	904	RVARI.g12941.t1	683	3	507	2	176
bHd07684.1	4142	8	2655	7	1487	RVARI.g2582.t1	2717	7	2226	6	491
bHd06248.2	5294	11	2520	10	2774	RVARI.g886.t1	3802	14	2511	13	1291
bHd01480.1	1542	4	987	3	555	RVARI.g8311.t1	904	3	624	2	280
bHd03146.1	4649	8	1134	7	3515	RVARI.g7409.t1	1798	9	1140	8	658
bHd04261.1	563	2	447	1	116	RVARI.g12036.t1	533	2	465	1	68
bHd08456.1	783	1	783	0	0	RVARI.g7263.t1	780	1	780	0	0
bHd00957.1	660	1	660	0	0	RVARI.g7180.t1	600	1	600	0	0
bHd09019.1	3287	9	1590	8	1697	RVARI.g12392.t1	1706	6	1179	5	527
bHd12359.1	9095	23	4329	22	4766	RVARI.g10149.t2	13608	29	5442	28	8166
bHd15401.1	1060	4	435	3	625	RVARI.g6930.t1	713	4	459	3	254
bHd03556.1	2461	7	1248	6	1213	RVARI.g12447.t1	1783	7	1209	6	574
bHd16990.1	2200	7	1017	6	1183	RVARI.g1787.t1	1876	7	1035	6	841
bHd15107.1	1008	3	588	2	420	RVARI.g2186.t1	709	3	564	2	145
bHd19307.1	7923	10	2772	9	5151	RVARI.g4287.t1	4584	9	2736	8	1848
bHd11893.1	1557	6	564	5	993	RVARI.g10106.t1	1120	5	603	4	517
bHd05721.1	1999	6	1284	5	715	RVARI.g12659.t1	1577	4	1326	3	251
bHd18424.1	3452	6	777	5	2675	RVARI.g11695.t1	1861	7	735	6	1126
bHd19701.1	1081	3	573	2	508	RVARI.g3408.t1	1969	3	1431	2	538
bHd03388.1	6537	8	1176	7	5361	RVARI.g6566.t2	3721	9	1269	8	2452
bHd09586.1	2698	6	1116	5	1582	RVARI.g13254.t1	1634	6	1182	5	452
bHd08882.1	2533	6	1176	5	1357	RVARI.g7957.t1	1610	5	1206	4	404
bHd06388.1	2056	8	1380	7	676	RVARI.g4488.t1	2100	9	1461	8	639
bHd01326.1	3971	10	1890	9	2081	RVARI.g11420.t1	2831	11	1980	10	851
bHd12137.1	679	3	441	2	238	RVARI.g13156.t1	399	2	336	1	63
bHd07605.1	2584	10	1641	9	943	RVARI.g2503.t1	2607	10	1641	9	966
bHd11767.1	2444	7	1686	6	758	RVARI.g6796.t1	2663	6	1623	5	1040
bHd04220.1	4216	6	1479	5	2737	RVARI.g11797.t1	4787	6	1335	5	3452
bHd17474.1	1799	5	1071	4	728	RVARI.g648.t1	1637	4	1143	3	494
bHd06751.1	2567	8	1323	7	1244	RVARI.g13532.t1	2158	7	1362	6	796
bHd17899.1	1358	3	456	2	902	RVARI.g2709.t1	565	3	441	2	124
bHd00557.1	1495	2	1326	1	169	RVARI.g6368.t1	1684	3	1263	2	421
bHd12251.1	6779	14	1569	13	5210	RVARI.g1818.t1	1793	9	1065	8	728
bHd10886.1	1995	4	498	3	1497	RVARI.g4239.t1	969	4	534	3	435
bHd02530.1	4448	8	2412	7	2036	RVARI.g5369.t1	2709	2	2421	1	288
bHd07358.1	1783	6	435	5	1348	RVARI.g6717.t1	897	6	426	5	471
bHd07165.1	1205	4	405	3	800	RVARI.g9271.t1	773	4	423	3	350
bHd11782.1	2509	8	1059	7	1450	RVARI.g10157.t1	1793	8	1137	7	656
bHd00744.1	1626	3	645	2	981	RVARI.g873.t1	854	3	717	2	137
bHd00691.1	1403	4	732	3	671	RVARI.g830.t1	924	3	729	2	195
bHd01725.1	1177	3	462	2	715	RVARI.g10501.t1	728	3	456	2	272
bHd17412.1	2090	6	1167	5	923	RVARI.g3451.t1	667	3	474	2	193
bHd10878.1	4270	14	1506	13	2764	RVARI.g4209.t1	2962	13	1485	12	1477
bHd17792.1	782	2	576	1	206	RVARI.g271.t1	624	1	624	0	0
bHd01386.1	1434	7	903	6	531	RVARI.g4704.t1	1247	5	729	4	518
bHd14736.1	1251	5	621	4	630	RVARI.g7415.t1	1026	5	714	4	312
bHd14999.1	3824	9	1392	8	2432	RVARI.g12564.t1	2245	9	1335	8	910
bHd18984.1	3458	11	1083	10	2375	RVARI.g10276.t1	1947	11	1143	10	804
bHd17141.1	1749	7	1005	6	744	RVARI.g4357.t1	1454	7	930	6	524
bHd08316.1	1769	7	789	6	980	RVARI.g10568.t1	1352	7	780	6	572
bHd11107.1	3325	10	1392	9	1933	RVARI.g147.t1	2714	10	1320	9	1394
bHd05348.1	5296	8	2301	7	2995	RVARI.g6556.t1	4084	8	2160	7	1924
bHd06474.1	2556	10	1086	9	1470	RVARI.g7592.t1	2119	8	1080	7	1039
bHd05468.1	905	4	498	3	407	RVARI.g501.t1	970	5	678	4	292
bHd05977.1	1357	2	1056	1	301	RVARI.g9742.t1	869	2	810	1	59
bHd02570.1	3470	7	1122	6	2348	RVARI.g5446.t1	4142	11	1398	10	2744
bHd02004.1	6809	27	2841	26	3968	RVARI.g10403.t1	4170	21	2697	20	1473
bHd09370.1	3503	9	1809	8	1694	RVARI.g3604.t1	2335	8	1815	7	520
bHd07545.1	1500	6	708	5	792	RVARI.g2567.t1	1175	5	777	4	398
bHd08957.1	1857	4	1194	3	663	RVARI.g1826.t1	1561	3	1047	2	514
bHd04926.1	549	2	456	1	93	RVARI.g4727.t1	605	2	441	1	164
bHd09437.1	2406	5	1452	4	954	RVARI.g3081.t1	1189	2	852	1	337
bHd01719.1	1238	4	258	3	980	RVARI.g10496.t1	419	3	255	2	164
bHd15786.1	693	1	693	0	0	RVARI.g9618.t1	636	1	636	0	0
bHd19648.1	4192	4	1113	3	3079	RVARI.g10319.t1	2642	4	1077	3	1565
bHd15285.1	4056	6	2169	5	1887	RVARI.g6836.t1	2366	5	1893	4	473
bHd15501.1	2290	4	1080	3	1210	RVARI.g979.t1	1547	5	1080	4	467
bHd04105.1	1299	3	936	2	363	RVARI.g8975.t1	1041	2	939	1	102
bHd17832.1	980	3	552	2	428	RVARI.g209.t1	629	2	540	1	89
bHd08254.1	2778	4	2016	3	762	RVARI.g10208.t1	2390	5	1923	4	467
bHd18657.1	1416	2	756	1	660	RVARI.g11286.t1	716	2	654	1	62
bHd12559.1	3964	9	1755	8	2209	RVARI.g568.t1	2488	8	1842	7	646
bHd08325.1	2107	5	702	4	1405	RVARI.g10569.t1	894	3	720	2	174
bHd16600.1	1764	3	738	2	1026	RVARI.g8089.t1	1134	3	735	2	399
bHd01488.1	2604	9	1149	8	1455	RVARI.g7797.t1	2841	9	1107	8	1734
bHd13649.1	966	2	414	1	552	RVARI.g13174.t1	423	1	423	0	0
bHd07089.1	969	2	630	1	339	RVARI.g9519.t1	747	2	630	1	117
bHd17197.1	3552	4	1323	3	2229	RVARI.g9081.t1	2338	5	1950	4	388
bHd07417.1	4112	8	1836	7	2276	RVARI.g11718.t1	3210	8	1857	7	1353
bHd05975.1	1995	3	1110	2	885	RVARI.g9704.t1	951	1	951	0	0
bHd02939.1	3986	12	1569	11	2417	RVARI.g12906.t1	2423	12	1575	11	848
bHd11245.1	876	2	459	1	417	RVARI.g8666.t1	524	2	459	1	65
bHd16961.1	3198	4	918	3	2280	RVARI.g13557.t1	2045	5	918	4	1127
bHd07308.1	4480	11	1155	10	3325	RVARI.g10236.t1	2090	10	1185	9	905
bHd08030.1	3022	8	1149	7	1873	RVARI.g9820.t1	2123	7	1029	6	1094
bHd15519.1	4021	8	1476	7	2545	RVARI.g1469.t1	3148	6	2037	5	1111
bHd07312.1	1460	3	762	2	698	RVARI.g10232.t1	579	3	411	2	168
bHd15554.1	5597	10	2742	9	2855	RVARI.g11643.t1	4443	7	2649	6	1794
bHd07242.1	2693	9	948	8	1745	RVARI.g5499.t1	2300	9	1218	8	1082
bHd01353.1	3310	7	2847	6	463	RVARI.g4936.t1	3569	6	2688	5	881
bHd17506.1	1380	4	684	3	696	RVARI.g5971.t1	1013	4	669	3	344
bHd18349.1	1674	6	525	5	1149	RVARI.g8804.t1	1260	5	408	4	852
bHd08169.1	2333	7	1299	6	1034	RVARI.g7794.t1	1994	5	1341	4	653
bHd05697.1	8162	8	5337	7	2825	RVARI.g1039.t1	6604	10	5154	9	1450
bHd19317.1	4363	9	1650	8	2713	RVARI.g11648.t1	2513	7	1632	6	881
bHd12562.1	2260	6	939	5	1321	RVARI.g561.t1	1432	6	936	5	496
bHd19570.1	14314	24	8175	23	6139	RVARI.g9773.t1	3196	10	2160	9	1036
bHd12477.1	2725	4	1161	3	1564	RVARI.g8584.t1	1709	4	1206	3	503
bHd00709.1	5844	10	1443	9	4401	RVARI.g853.t1	2607	10	1485	9	1122
bHd03958.1	1987	3	1008	2	979	RVARI.g11836.t1	435	1	435	0	0
bHd07911.1	3519	10	1491	9	2028	RVARI.g6686.t1	2395	10	1494	9	901
bHd08681.3	8234	15	4515	14	3719	RVARI.g6821.t1	6437	12	4521	11	1916
bHd06287.1	2566	6	711	5	1855	RVARI.g10638.t1	4427	15	2277	14	2150
bHd17051.1	9697	12	4134	11	5563	RVARI.g3504.t1	6084	13	4293	12	1791
bHd17376.1	4480	8	2997	7	1483	RVARI.g3332.t1	4757	6	3249	5	1508
bHd16751.1	4365	18	1947	17	2418	RVARI.g10082.t1	2942	15	1908	14	1034
bHd07647.1	2996	8	1506	7	1490	RVARI.g3653.t1	9427	27	5973	26	3454
bHd09917.1	2905	5	2115	4	790	RVARI.g8456.t1	2377	5	2091	4	286
bHd15339.1	3203	10	1032	9	2171	RVARI.g6875.t1	2311	10	1032	9	1279
bHd07240.1	2857	4	1305	3	1552	RVARI.g5495.t1	1488	3	1251	2	237
bHd15374.1	3300	10	1494	9	1806	RVARI.g6908.t1	2501	9	1509	8	992
bHd06144.1	1590	5	678	4	912	RVARI.g590.t1	1416	5	714	4	702
bHd05226.1	1643	8	498	7	1145	RVARI.g3591.t1	1145	7	504	6	641
bHd15315.1	2246	4	1392	3	854	RVARI.g5415.t1	2191	8	1368	7	823
bHd10531.1	4720	7	2271	6	2449	RVARI.g9485.t1	1695	3	1164	2	531
bHd17908.1	1021	3	399	2	622	RVARI.g2720.t1	522	1	522	0	0
bHd12577.1	3758	9	933	8	2825	RVARI.g1590.t1	1690	7	855	6	835
bHd03539.1	1932	7	1290	6	642	RVARI.g12477.t1	2039	8	1215	7	824
bHd09005.2	5438	14	3189	13	2249	RVARI.g12410.t1	5863	15	3429	14	2434
bHd12497.1	3846	10	1566	9	2280	RVARI.g8318.t1	7511	16	4188	15	3323
bHd01726.1	10240	14	5883	13	4357	RVARI.g10502.t1	6839	11	5448	10	1391
bHd04405.1	1872	3	1338	2	534	RVARI.g7942.t1	1266	2	1089	1	177
bHd13667.1	3224	7	1617	6	1607	RVARI.g9978.t1	3358	7	1743	6	1615
bHd03861.1	2127	6	969	5	1158	RVARI.g5719.t1	1919	7	978	6	941
bHd02344.1	919	2	618	1	301	RVARI.g3676.t1	680	2	618	1	62
bHd11393.1	5136	8	2565	7	2571	RVARI.g9329.t1	3335	4	2577	3	758
bHd11216.1	2153	3	1419	2	734	RVARI.g1922.t1	2039	3	1527	2	512
bHd19249.1	1039	2	861	1	178	RVARI.g9326.t1	969	1	969	0	0
bHd15484.1	2052	2	753	1	1299	RVARI.g2491.t1	842	2	765	1	77
bHd03390.1	16358	12	3174	11	13184	RVARI.g6565.t1	3979	6	2622	5	1357
bHd02015.1	1589	2	1239	1	350	RVARI.g10413.t1	1318	2	1263	1	55
bHd04058.1	1540	3	927	2	613	RVARI.g12185.t1	1179	2	951	1	228
bHd11193.1	1690	3	705	2	985	RVARI.g1526.t1	1108	3	813	2	295
bHd17541.2	19056	17	2784	16	16272	RVARI.g707.t1	2905	7	1404	6	1501
bHd05224.1	1525	2	1002	1	523	RVARI.g3592.t1	1056	1	1056	0	0
bHd06484.1	2138	7	858	6	1280	RVARI.g7621.t1	1538	5	861	4	677
bHd02814.1	2571	5	1479	4	1092	RVARI.g8069.t1	2164	4	1443	3	721
bHd15986.1	1752	5	1257	4	495	RVARI.g7145.t1	1063	5	711	4	352
bHd12530.1	1106	3	891	2	215	RVARI.g4883.t1	1378	3	1095	2	283
bHd10687.1	3356	12	1413	11	1943	RVARI.g10354.t1	2367	12	1473	11	894
bHd04259.1	2033	6	1518	5	515	RVARI.g11805.t1	2665	6	1569	5	1096
bHd17266.1	648	2	438	1	210	RVARI.g8676.t1	508	2	438	1	70
bHd07923.1	5232	5	1410	4	3822	RVARI.g5403.t1	2079	3	1338	2	741
bHd03313.1	5388	8	3039	7	2349	RVARI.g13122.t1	3805	7	3054	6	751
bHd15248.1	909	2	396	1	513	RVARI.g4410.t1	378	1	378	0	0
bHd15606.1	5395	10	2547	9	2848	RVARI.g2191.t2	4119	9	2388	8	1731
bHd12495.1	5492	9	2268	8	3224	RVARI.g8316.t1	3237	9	2109	8	1128
bHd06085.1	2498	3	1992	2	506	RVARI.g4182.t1	3582	2	1935	1	1647
bHd15870.1	6580	13	2697	12	3883	RVARI.g2237.t1	1896	3	1737	2	159
bHd06523.1	684	1	684	0	0	RVARI.g66.t1	738	1	738	0	0
bHd00038.1	1822	12	1041	11	781	RVARI.g5879.t1	1387	3	1062	2	325
bHd12288.1	2231	4	1113	3	1118	RVARI.g10652.t1	1231	3	1041	2	190
bHd07741.1	1386	4	924	3	462	RVARI.g12749.t1	1335	3	1035	2	300
bHd14614.1	2981	12	1437	11	1544	RVARI.g5630.t1	2490	12	1440	11	1050
bHd19790.1	2594	6	1545	5	1049	RVARI.g10839.t1	1985	6	1548	5	437
bHd07573.1	3717	9	1629	8	2088	RVARI.g2532.t1	2324	10	1668	9	656
bHd14643.1	3812	12	1581	11	2231	RVARI.g6042.t1	2133	11	1404	10	729
bHd05696.1	4365	5	2481	4	1884	RVARI.g7601.t1	4601	13	2661	12	1940
bHd19729.1	6525	19	2445	18	4080	RVARI.g10234.t1	3610	16	2442	15	1168
bHd01579.1	3407	10	1359	9	2048	RVARI.g9933.t1	4874	14	1833	13	3041
bHd07516.1	3544	10	2109	9	1435	RVARI.g2612.t1	3140	10	2070	9	1070
bHd06793.1	3438	9	1995	8	1443	RVARI.g13183.t1	2359	5	1863	4	496
bHd01686.1	3022	10	1107	9	1915	RVARI.g13870.t1	1860	9	1062	8	798
bHd05842.1	4479	5	1800	4	2679	RVARI.g7899.t1	3000	7	1824	6	1176
bHd01615.1	2617	7	957	6	1660	RVARI.g9104.t1	1381	6	798	5	583
bHd15389.1	2189	7	603	6	1586	RVARI.g1606.t1	603	1	603	0	0
bHd15827.1	2140	5	525	4	1615	RVARI.g1223.t1	528	2	447	1	81
bHd16390.1	1896	4	1209	3	687	RVARI.g3765.t1	1671	2	1080	1	591
bHd15604.2	8529	20	4599	19	3930	RVARI.g1173.t1	7946	15	4797	14	3149
bHd10469.1	2305	7	1134	6	1171	RVARI.g9419.t1	1864	7	1101	6	763
bHd14842.1	2779	7	1578	6	1201	RVARI.g7548.t1	2373	8	1590	7	783
bHd06311.1	3687	10	2451	9	1236	RVARI.g12366.t1	4083	10	2409	9	1674
bHd00082.1	2677	7	897	6	1780	RVARI.g5345.t1	998	4	717	3	281
bHd15299.1	2589	8	1482	7	1107	RVARI.g6848.t1	1991	8	1431	7	560
bHd15872.1	3704	13	1812	12	1892	RVARI.g2239.t1	2528	9	1878	8	650
bHd07297.1	2352	6	942	5	1410	RVARI.g8947.t1	1469	5	1044	4	425
bHd15665.1	1532	3	1227	2	305	RVARI.g2326.t1	1494	3	1188	2	306
bHd06899.1	1262	2	801	1	461	RVARI.g9002.t1	807	1	807	0	0
bHd18313.1	2628	10	1470	9	1158	RVARI.g8387.t1	2093	9	1479	8	614
bHd15110.1	984	2	642	1	342	RVARI.g2189.t1	949	3	630	2	319
bHd04705.1	3456	5	2124	4	1332	RVARI.g7309.t1	1801	3	1383	2	418
bHd19792.1	1419	3	522	2	897	RVARI.g10841.t1	627	2	561	1	66
bHd15596.1	5117	14	1659	13	3458	RVARI.g12333.t1	652	3	525	2	127
bHd19830.1	8403	22	3585	21	4818	RVARI.g3901.t1	6702	22	3678	21	3024
bHd15996.1	6944	7	1641	6	5303	RVARI.g7136.t1	4107	8	1686	7	2421
bHd06129.1	6478	11	2256	10	4222	RVARI.g4198.t1	5170	11	2244	10	2926
bHd03733.1	2934	5	1632	4	1302	RVARI.g4127.t1	2147	6	1689	5	458
bHd03735.1	1660	3	1023	2	637	RVARI.g4120.t1	2652	3	1224	2	1428
bHd08229.1	1752	7	1035	6	717	RVARI.g10183.t1	1544	7	1023	6	521
bHd11162.1	2276	2	966	1	1310	RVARI.g11311.t1	1473	4	1035	3	438
bHd11212.1	4182	13	1851	12	2331	RVARI.g1104.t1	3554	12	1896	11	1658
bHd01931.1	5085	3	1314	2	3771	RVARI.g1299.t1	3802	2	1344	1	2458
bHd04981.1	1155	4	492	3	663	RVARI.g13008.t1	752	4	489	3	263
bHd02207.1	3611	16	1605	15	2006	RVARI.g6416.t1	2490	13	1506	12	984
bHd02235.1	5019	12	1812	11	3207	RVARI.g963.t1	2996	12	1815	11	1181
bHd09996.1	6490	16	2196	15	4294	RVARI.g10477.t1	1503	5	1128	4	375
bHd05849.1	4995	19	2052	18	2943	RVARI.g7909.t1	4004	11	2100	10	1904
bHd18163.1	1848	5	978	4	870	RVARI.g5757.t1	4814	11	2388	10	2426
bHd05131.1	4267	9	2076	8	2191	RVARI.g2146.t1	3765	9	2046	8	1719
bHd09347.1	15388	26	6762	25	8626	RVARI.g518.t1	12690	26	6840	25	5850
bHd06239.1	4220	12	1953	11	2267	RVARI.g12747.t1	3909	9	1677	8	2232
bHd04858.1	1475	4	483	3	992	RVARI.g7640.t1	1032	4	549	3	483
bHd07383.1	2008	3	1608	2	400	RVARI.g11152.t1	1546	2	1221	1	325
bHd03918.1	4863	9	1563	8	3300	RVARI.g11759.t1	2010	6	1491	5	519
bHd03955.1	4026	9	1443	8	2583	RVARI.g9960.t1	2269	10	1449	9	820
bHd10227.1	2326	8	750	7	1576	RVARI.g8401.t1	1044	5	609	4	435
bHd19767.1	3301	5	1380	4	1921	RVARI.g5567.t1	2179	4	1542	3	637
bHd05585.1	9981	11	4728	10	5253	RVARI.g11572.t1	4259	5	3399	4	860
bHd12868.1	6171	10	1347	9	4824	RVARI.g2882.t1	3428	9	1404	8	2024
bHd17294.1	2990	6	1575	5	1415	RVARI.g634.t1	1982	6	1620	5	362
bHd02838.1	9546	17	2157	16	7389	RVARI.g8074.t1	5136	14	1920	13	3216
bHd17955.1	904	2	510	1	394	RVARI.g3707.t1	507	1	507	0	0
bHd05345.1	1973	2	678	1	1295	RVARI.g6553.t1	1081	3	696	2	385
bHd05218.3	6729	9	1791	8	4938	RVARI.g8828.t1	3483	7	1455	6	2028
bHd00054.2	2035	8	990	7	1045	RVARI.g5839.t1	2295	6	1029	5	1266
bHd17628.1	6132	7	2226	6	3906	RVARI.g9272.t1	4412	5	2430	4	1982
bHd04983.1	1817	6	756	5	1061	RVARI.g5423.t1	1673	7	768	6	905
bHd09752.1	5666	9	1473	8	4193	RVARI.g11526.t1	3617	9	1425	8	2192
bHd01156.1	2009	3	1104	2	905	RVARI.g11063.t1	1300	3	1080	2	220
bHd15634.1	2469	4	1062	3	1407	RVARI.g3234.t1	1332	4	1008	3	324
bHd00446.1	1920	9	933	8	987	RVARI.g6052.t1	1589	7	957	6	632
